text,language,
Nija heliddiya guru.nEvr mane yaradru bordernalli sattidre gottagodu.,kannanda,
Hindi mai karo plz,kannanda,
Naanu kooda join aagthini,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Jana gali modlu Mitron Indian app bandide adanna use madbeku chaina app na modlu delete  mad beku.,kannanda,
Views nodi ne gottagatte promotion sari aagilla anta. Pan India movie idu. Please innu promotion beku. Saakagta illa.,kannanda,
Hidden detail in  trailer of Avane Srimanarayana....n,kannanda,
Pakk plap movi,kannanda,
Hela Kannada people please go and watch the movieee avana Sri man Narayana Kannada cinema nodi 🤗Kannada jai Karnataka mathee,kannanda,
Nyc trailer praju,kannanda,
Anjali Devi z,kannanda,
Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..,kannanda,
Anjali Devi Hi,kannanda,
D Boss fans ಕಡೆಯಿಂದ ಆಲ್ di best,kannanda,
idu charitre srushtiso avatara...rakshith shetty fans like here,kannanda,
Super video bro,kannanda,
First adu yava app anta tilkolo g m n,kannanda,
ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.,kannanda,
@Ashwini CP pls movie nodi. Ondu olle movie na mis madkolbedi.,kannanda,
Salute to you sir,kannanda,
Movie dekh li kya,kannanda,
last nalli spoon na eseyodu  pakka kudure krishna (rishabshetty sir),kannanda,
Full movie up load me sir,kannanda,
@AJITH S SHETTY nanu karthik shetty manglurininda,kannanda,
Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz,kannanda,
WhatsApp Mumbai Bazar group,kannanda,
Jai D Boss,kannanda,
Those 1.3k dislikes are seems to be fan of rashmika,kannanda,
ಜೀವನ ಬಹಳ ಚೆನ್ನಾಗಿ ಅರ್ಥ ಮಾಡಿಕೊಂಡಿದ್ದೀರ ಬಹಳ ಸರಳ ಜೀವಿ,kannanda,
ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ...... Best wishes🤗,kannanda,
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......,kannanda,
Vp super voice,kannanda,
Anna game yavudu anna adu,kannanda,
Spr bro...,kannanda,
@Kirankumarkk Gowda muchole sakku dengbeka bagsi,kannanda,
ಸೂಪರ್ ಟ್ರೈಲರ್nಇಂಟರೆಸ್ಟಿಂಗ್ ಟ್ರೈಲರ್,kannanda,
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ಧ್ವನಿ ಈ ಹಾಡಿಗೆ ಹೊಂದುತ್ತಿಲ್ಲ,kannanda,
@AMEET M q,kannanda,
Ban tik tok,kannanda,
Yen dialog hoditiya guru super,kannanda,
Nivella aa Udyonmukhi Rajakarani kadeyavara,kannanda,
Trending No1... Asn song....nಮಂತ್ರ ಮುಗ್ಧಗೊಳಿಸೋ ಗೀತೆ.... ಕೇಳ್ತಾ ಕೇಳ್ತಾ...ಮತ್ತೇರಿಸೋ.....ಹಾಡು...,kannanda,
ansodenu avrdu love merrid soo life ali obrigobru arta madkondu nambke na beliskondu prethina uliskondu... chanagiri,kannanda,
Re release madi pakka node nodthare... Evaga yav theater allu ella nodoke. Movie tumba chennagide,kannanda,
dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir,kannanda,
Rakshit shetty,kannanda,
ಮಗ ನಿನ್ ಪ್ರಾಸಬದ್ಧ ನಿರೂಪಣೆ ಗೆ ಫಿದಾ ಆಗೋದೇ new subscribe ಮಗ ಸುಪರ್ಬ್,kannanda,
ದೃಷ್ಟಿ ನನ್ನೋಬ್ಬನ ಮೇಲಿಡಿ ತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ film nodo munchene ee song ista adavaru like madi,kannanda,
Super bro nim vioce ale ede desha Prema full enjoy video super,kannanda,
Super sir nivu nigavgllu nivu igienanLove fellore hudegiriegi supirthie sir,kannanda,
🥰 spr song 🤘🤘🤘🧡🥰🤫🤫,kannanda,
Super Film sir account number kodi amount hakabeku nijavgalu,kannanda,
ಚೆರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ಯಾಕಂದ್ರೆ 5ನೇ ದಿನನೂ Trending No.1ನಲ್ಲಿದೆ,kannanda,
mohan R gowda v,kannanda,
#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...,kannanda,
ಈ ಕಥೆಯ ಮೂಲಕ ಸಂಸಾರ ಮಾಡೋಕೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. ಸಂಸ್ಕಾರ ಬಹಳ ಮೂಖ್ಯ ರಿ,kannanda,
Vijaya prakash voice,kannanda,
I like u aadhi,kannanda,
ಗುರು ನಿನ್ನ ಪಾದ ಝೆರಾಕ್ಸ್ ಮಾಡಿ ಕೊಟ್ಟ ಬಿಡಪ್ಪ,kannanda,
ದರ್ಶನ್ ಸರ್ ಇಂಥವರಿಗೆ ಸಹಾಯಬೇಡ ದಾರಿದೋರಿಸಿ ಪ್ಲೀಸ್,kannanda,
@Wild Rex ಕಟ್ಟಬೇಕು bronಖಂಡಿತಾ ಕಟ್ಟುತ್ತೆ  bro,kannanda,
@prithvi nayak ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ,kannanda,
ಸಾಹಿತ್ಯ ಬಹಳ ಸೊಗಸಗಿದೆ ಇದು ಕನ್ನಡದ ಹಾಡು,kannanda,
ನಾವು ವಿಶ್ವ ಗುರುಗಳು ...🤣,kannanda,
Prithvi swalpa  otte kadme maadkoli ...you look good as well you need it as an actor...,kannanda,
Nice sir rakshit shettya,kannanda,
Vijay praksh super voice,kannanda,
@Basvaraj Swamy BASVA Seamy to,kannanda,
Last nalli  heldalla guru superr,kannanda,
Wait madappa ...,kannanda,
@Mahesh 13 1- Rajkumar chitragalanu naanu nodidheeni. Haadu ishta pattidheeni. Adhrey avara haadey best antha illaa.nn2- Songs music composing aaa? Ilayaraja goththaa? Shankar Ganesh goththaa? Haris Jayaraj goththaa? AR Rahman? Santhosh Narayanan? MS Visw,kannanda,
@Manohar Hiremath neen full urkondidiya bido,kannanda,
Now karabu is most liked song,kannanda,
ಸೂಪರ್  ಡಿ ಬೋಸ್ಸ್ fan,kannanda,
Bro yav ooru nivu,kannanda,
@Its Paramatma lo Gaandu Suvvar sumne iru...neen heldidh takshana nan opinion change agalla...,kannanda,
ಸೂಪರ್  ಲಿರಿಕ್ಸ್,kannanda,
ಈ ಚಲನಚಿತ್ರಕ್ಕಾಗಿ ಎಷ್ಟು ಜನರು ಕಾಯುತ್ತಿದ್ದಾರೆ nLike madi nodana,kannanda,
Spuerrrrrrrrr  songs,kannanda,
ಕೇಳಿ ಕಾದಿರುವ ಬಾಂಧವರೇnnಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆnnಯಾರಿಲ್ಲ ಬಿಡಿ,kannanda,
Alok Khr Nikhil Annan acting ge kodtare,kannanda,
200 ne like nande,kannanda,
Siri song bro,kannanda,
ಮ್ಯೂಸಿಕ್ ಡೈರೆಕ್ಟರ್ ಗೆ ಒಂದು ದೊಡ್ಡ ಸಲಾಂ ಯಾವುದೋ ಲೋಕಕ್ಕೆ ಹೋಗಿ ಬಂದಂಗಾಯ್ತು.. ನಿಜಕ್ಕೂ ಸಂಗೀತ ಮಾಂತ್ರಿಕ ಅಂದ್ರೆ ಇವ್ರರೆ,kannanda,
I have listened 1st time ok ok,kannanda,
E film kgf level ig erbhodu annoru like maadi adunnu meersbhodu annoru comment maadi ...,kannanda,
Yes true lines,kannanda,
Good jod broo,kannanda,
ಸೂಪರ್ ಬಾಸ್ ಅದ್ಭುತ ಒಳ್ಳೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ನಿಮ್ಮಲ್ಲಿ,kannanda,
Vaidyo narayano Hari,kannanda,
looks promising,kannanda,
Full havli idona bidi bro kannadigaru navinnu idivavala,kannanda,
ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ,kannanda,
Rama Rama tusu daksha vrutha jaaripa,kannanda,
Mastu mastu... Idu Idu bekagirodu...,kannanda,
Aadu nane broo... Soul naa Replacement maddee... Bere body gee.. Antha aansthidee,kannanda,
Nija guru ..... Aa takattu nam industry Alli yargu Ella....,kannanda,
#Vp Sir Super singing,kannanda,
Super drama,kannanda,
Sir nim movie nodi nimge thumba ista aytu adre ondu bejaru agtide nNim movie song innu 2 songs release madiri please,kannanda,
Bari olu nan makla,kannanda,
ಹಿಂದಿ song innu yake relise agilla,kannanda,
@manju c hha,kannanda,
Iam your fan,kannanda,
Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY,kannanda,
Namma Rajyada young entrepreneur ge support maadi.,kannanda,
Hindi Yalli Distribution madore illa ouda,kannanda,
@akshay kumar Guru nan movie na first week theater nalli nodde I liked movie and referred my friends to see movie ಯಾರು ನೋಡಲಿಲ್ಲ ಅಂಥ ಅಂದ್ರೆ ನಾನ್ ನೋಡಿಲ್ಲ ಪ್ರೋತ್ಸಾಹ ಕೊಟ�,kannanda,
@Raja Vishnuvardhana ningen problem guru,kannanda,
@Sathish Soorgoli namdhu kolar guru,kannanda,
Nanu iga bekantale ...alisoke bande shakuntale ....mis u poo,kannanda,
Love u boss,kannanda,
Yava game name,kannanda,
abba en song Superrr,kannanda,
For Bollywood,kannanda,
Dislike madid gandu inondsala keli,kannanda,
Movie nija chanagila guru,kannanda,
@Harshan Maddy  kannada kke  nimma importance idre kushi ne,kannanda,
Super bro i am so happy,kannanda,
@jagadish g dambal,kannanda,
Hindi me kb realise hogi?,kannanda,
@Manjunath mtr tq bro,kannanda,
ಇನ್ನು ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ಸ್ ಇದವೆ ಅಂತ ಗೊತ್ತಿಲ್ಲ ಸೂಪರ್ ಸಾಂಗ್ಸ್,kannanda,
Super Song...,kannanda,
Mast mast song,kannanda,
All the best fro ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್,kannanda,
@P h Ahamad Bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?,kannanda,
Let's pray,kannanda,
ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ,kannanda,
@Mahesh Babu ninu Kalasipalya Sule fan alwa,kannanda,
E game yavadu bro,kannanda,
Spoon beesidava Rishab Shetty,kannanda,
Like goskara ivella beka 🤦‍,kannanda,
@prithvi nayak ನಿ ಷಂಡ,kannanda,
Supar sir ravichandar Tara kantiddirara sir,kannanda,
@Sujan Tejas bdj try j,kannanda,
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs ganchali jasti madbedaa  loffer,kannanda,
@MOVIES BOX crct bro ಪೈಲ್ಸ್ ಮ್ಯಾನ್ ರನ್ನಿಂಗ್ ಸಕ್ಸಸ್ಫುಲ್ಲಿ ಇನ್ ಅನಸ್ (ಮುಕುಳಿ ),kannanda,
Hands up like madi,kannanda,
O mareya ava chiranjeevi alla shaapa erutte,kannanda,
Sooper pa Rakshit.  mukali haryanga talent paa nindu,kannanda,
corrcet aghi baydidira doddhu hero thara adthare thu....,kannanda,
music alli  eno diffirent kick ide,kannanda,
Fans wars bittu Nam Kannada films belibeku annoru like madi..,kannanda,
Tik Tok Banned Jolly Jolly  Jai Hind Jai Karnataka,kannanda,
All are fake,kannanda,
super togari tippa,kannanda,
Amruta kud dashte santosha kanla,kannanda,
@prithvi nayak  ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ತುಣ್ಣಿ ಇಡ್ಲಿ,kannanda,
Bahala varshada nantara Togari Tippa Hasya keli santosh aayitu  thank you for this video,kannanda,
Hands up ಇದು ರಕ್ಷತ್ ಅವತಾರ,kannanda,
I am bigg fan prajwal sar fan. .....,kannanda,
Spirit of kannada,kannanda,
Super  Anna,kannanda,
Hands up anno pada ide alva 🤔,kannanda,
Hand up bro.... super agide bro Namma Kannada movie adre sumanena,kannanda,
Nope i understood because im ಕನ್ನಡಿಗ,kannanda,
Slow poisoning song,kannanda,
Mr naveen raj Yenu nim Uddesha??n Nanu D BOSS Fan,kannanda,
Kannada namma modala aadyathe aagirbeku,kannanda,
Bye my virat,kannanda,
smarter than u ಮೊದ್ಲು ಕನ್ನಡ ಬಳಸಿ ಕನ್ನಡ ಲಿಪಿಯಲ್ಲೆ ಬರೆಯಿರಿ..nಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ,kannanda,
ಎರಡನೆ ಬಾಗ ಅಪ್ಲೋಡ್ ಮಾಡಿ,kannanda,
Chillere rajakarana dailoge super,kannanda,
1st ಶೋ ಅಷ್ಟೆ ಅಲ್ಲ,kannanda,
Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....,kannanda,
Good news sir,kannanda,
ಹಂದಿಗಳ್ಯಾಕೆ youtube use ಮಾಡ್ತಿವೆ.....ndislike ಕೂಡ ಮಾಡ್ತಿವೆ..nnಇಂಥ ಸಾಂಗ್ dislike ಮಾಡೋರಿಗೆ ಎನ್ ಅನ್ಬೇಕು....,kannanda,
ಎಲ್ಲಾ ಸರಿ ಗುರು,kannanda,
Guru eno heludri but sakkatag heludri super guru,kannanda,
ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ,kannanda,
Spr bro,kannanda,
ravikumara k g howdhu,kannanda,
Hands up Idu kannada antha ninge helidavatu yaru 🤣🤣🤣,kannanda,
Super song,kannanda,
ಡಿಬಾಸ್ ಭಕ್ತರ ಕಡೆಯಿಂದ   ಶುಭಾಶಯಗಳು,kannanda,
Edhu  talent,kannanda,
Sir raajakaranigala tappilla sir avru Mado plange Nam youths jaathi ad idu hodedaata maadi saaytiralla adu tappu sir yuvakaru sari idre hella sari iruthe politiciansge gothu sir naav Indians hege anta Nam Kachada buddi bittu Deshada bagge yochne madbeku WhatsApp university badlu skill improvement madodu nodbeku,kannanda,
Super Jai D Boss,kannanda,
Rip dislikers,kannanda,
So interesting film,kannanda,
Shanvi shreevastav bittu bere yav hugiru illa ankondidde,kannanda,
He he he..,kannanda,
Super song Jai DBoss,kannanda,
shambhu baligar superr,kannanda,
Corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... Viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.,kannanda,
सर आप लोगो से निवेदन है आप छत्तीसगढ़ मध्य्प्रदेश इस तरफ़ खुद की टाकीज खरीद लीजिये जिसमे सिर्फ साउथ की डब मूवी ही चलेगी आपसे रिक्वेस्ट है आप पैसा इन्वेस्ट करके दिखे छत्तीसगढ़ दुर्ग में तरुण बिग सिनेमा खाली हो रहा है आप दुर्ग में इन्वेस्ट कर सकते है nफिर क्या आप लोग धीरे धीरे पूरे हर जिलों में 1 सिनेमा घर आप अलॉट करते जाना फिर देखना आपकी हर मूवी को हम देख सकते है और अच्छा बिजनेस भी कर सकेगी,kannanda,
This real jai krishna krishna,kannanda,
All The Best For D Boyzzzzzz,kannanda,
nanu Attidini climax nalli,kannanda,
ನನ್ನ ಮನೆಗೆ ಬಂದಿದ್ದ full party ಮಾಡಿದ್ವಿ ಇದನ್ನು update ಮಾಡಿ brother,kannanda,
Sir. Movie bagge eradu matilla. Adre ivatu multiplex jasti agi bittive. Rate kooda bhayankara. Ondu nominal price idre hogbahudu. Tumba janru kooda primenalli,kannanda,
Delete hadru nanu downloade made,kannanda,
Sir nimge anatha anatha dhanyavadhagalu,kannanda,
Hats off sir nim Swabhimana and karya nishtege thumba Santhosha agutte sir nimg olle arogya success kodli antha devralli bedkothivi Munde niv natiso Ella cinemagalu uttama pradarshana padiyali,kannanda,
Nim matanna kadime madi pubg sceans kadime madi...,kannanda,
100 present super bro,kannanda,
ಪ್ರಜ್ವಲ್ ಸರ್ ನಟಿಸಿರುವ ಜಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರದ ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಆಲ್ ದ ಬೆಸ್ಟ್ ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರ ತಂಡದವರಿಗೆnಇಷ್ಟ ಇದ್ರೆ ನಮ್ಮ ದೌಲತ್ ಕಿರುಚಿತ್ರದ ಫಸ್ಟ್ ಲುಕ್ ನೋಡಿ ಕೆಳಗೆ ಲಿಂಕ್ ಕೊಟ್ಟಿದ್ದೇವೆn,kannanda,
Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,kannanda,
See #2 on trending .,kannanda,
ಶಂಕರ್ ಅಶ್ವಥ್ ರೊಂದಿಗೆ ಅತ್ಯಂತ ಸುಂದರವಾದ ಸಂದರ್ಶನ,kannanda,
Song superrrrr bro,kannanda,
@Nandi Parthasarathi ನಿನ್ ತುಲ್ಲಗೆ 7ಅಪ್ ತುರ್ಕಾ,kannanda,
Bega movie release madrappa ...buildup amele kodi,kannanda,
Super my fevaret  thanks thaku soo mucha  ee janpadh hashy hakedhke shambhu bhalligar avarege kote kote ondhanegallu pls inodhu nuchen malaya edhe alla adhan hakepa pls,kannanda,
ಶಂಕರ್ ಅಶ್ವಥ್ ಸಾರ್,kannanda,
ನಮಸ್ಕಾರಗಳು ಗುರುಗಳೇ,kannanda,
Anjali Devi hi,kannanda,
ಕೆಲಸ ಬೇಕಾnCall to 8546903696,kannanda,
ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆnಜೈ ಡಿ ಬಾಸ್.......,kannanda,
Yen chindhi Anna neenu 🤣🤣🤣🤣🤣🤣🤣,kannanda,
Jai rakshith shetty,kannanda,
D Boss abimanigala kadeyinda avne srimannarayana chitrakke all the best,kannanda,
Rakshit shetty bro,kannanda,
Dina hodante e song na hava kuda hecchagtide annoru like madi,kannanda,
ಕನ್ನಡವನ್ನು ಇನ್ನೊಂದು ಹಂತಕ್ಕೆ ಕೊಂಡೊಯ್ಯುವುದರಲ್ಲಿ ಸಂದೇಹವೇ ಇಲ್ಲ...nರಶ್ಮಿಕ ಕಕ್ಕ ಅವರೇ ನೋಡಿ ಉರ್ಕೊಳ್ಳಿ,kannanda,
En heldhe guru,kannanda,
#ERROR!,kannanda,
ಸೂಪರ್ ತೂಗರಿ ತಿಪ್ಪ,kannanda,
ಕೆಲವರು ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಫಿಲಂ ಡೈಲಾಗ್ಸ್ ಮಿಕ್ಸ್ ಮಾಡಿ ಸ್ವಾಮಿ ವಿವೇಕಾನಂದ ಎಪಿಜೆ ಅಬ್ದುಲ್ ಕಲಾಂ ಜಿ ಥರ ಆಡ್ತಾರೆ ಅವರನ್ನ ಹೀಗೆ ಬಿಟ್ಟಿದ್ದರೆ ಕಲಿಯುಗದ ಸರ್ವಜ್ಞ  ಹಾಗಿ   ಬಿಡುತ್ತಿದ್ದರು  ಥ್ಯಾಂಕ್ಯೂ ಮೋದಿಜಿ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಮಾಡಿದ್ದಕ್ಕೆ.,kannanda,
ನಿಮ್ಮ ಕನ್ನಡ ಬಳಕೆ ತುಂಬಾ ಸೊಗಸಾಗಿದೆ.. ಈ ಸಿನಿಮಾ ಕುರಿತು  ನೀವು ಹೇಳಿದ ಮಾತುಗಳೆಲ್ಲವು ಅಕ್ಷರಶಃ ನಿಜ. ನಿರ್ದೇಶಕರ ಸೃಜನಶೀಲತೆ ಹಾಗೂ ಕಲಾತ್ಮಕತೆ ಎರಡೂ ತರ್ಕಕ್ಕೆ ನಿಲುಕದ್ದು,kannanda,
Im fanof rakshit shetty,kannanda,
kfi is not for single person,kannanda,
Super guru snLlnLlnnL,kannanda,
Idu Charitre srustiso avatara ......ASN,kannanda,
Togari tippa super story,kannanda,
ಹೇ ಕಥೆ ಕತೇನೇ ಮಗ nಅಂಬೇಡ್ಕರ್ ಯಾರು ಗೋತಾ ಅದು nನೀವ್ ಹೇಳ್ತೀರಲ್ಲ ಕಲಿಯುಗ..ದೊರೆ  ದೊರೆ ನೇ ಇದು ಕರ್ನಾಟಕದಲ್ಲಿ nDPS ಕರ್ನಾಟಕ ದಲಿತ ಪ್ರಜಾ ಸೇನೆಯ ಸಾರಥಿಗಳು,kannanda,
Making is osum,kannanda,
My favorite  song,kannanda,
@10 R Amma akka antha baiyokke ellrugu baruthe.. nim manelu hengsru iddare hushaaru,kannanda,
Correct alva guru nin mathu 100 sathya,kannanda,
Jai D boss,kannanda,
Pakka nim movie gellisutteve ##jai Kiccha boss,kannanda,
Bhai kgf 2 kab ayegi,kannanda,
Super bro nim nice and dialogue bro🤣,kannanda,
Why kannadigas not supporting kannada movies. .,kannanda,
Climax Swalpa Change madbekittu...,kannanda,
Yar guru ninu.....super,kannanda,
Super guru. Chinage huttida sooleaklige saryagi hugididiya,kannanda,
I like mindrika,kannanda,
Bro super super🥰🥰🥰,kannanda,
Unique talent of kannada,kannanda,
@Ŕävîñđŕå_02_GøWđřú ನಿಮ್ಮ ಅಕ್ಕುನ್ ಒನ್ ನೈಟ್ ಕಲ್ಸು bgm,kannanda,
His gun is like a flair gun,kannanda,
ನಿರ್ಮಾಪಕರೇ ನಿಮ್ಮ ಅಕೌಂಟ್ ನಂಬರ್ ಕೊಡಿ ನಿಮ್ಮ account gge amount akabeku,kannanda,
My favourite singer VP Sir,kannanda,
Y boss yaro sade,kannanda,
Olle kelsa madudru ban madi......  2020 li idonde gudnews,kannanda,
ಅರ್ಜುನ janya e music director na nodi kali,kannanda,
Vijay Prakash,kannanda,
ದಿನಕ್ಕೆ ಹತ್ತು ಗಿಂತ ಎಚ್ಚಗಿ ನೋಡ್ತಾ ಇದೀನಿ ಮಸ್ತ್ ಇದೆ ಬ್ಯಾಗ್ರೌಂಡ್ ಮ್ಯೂಸಿಕ್ ಚಿಂದಿ ಚಿತ್ರಾನ್ನ,kannanda,
ನಾನು ತುಂಬಾ ಚಿಕ್ಕವನಿದ್ದಾಗಲೂ ನಾನು ಶಂಭು ಬಳಿಗಾರ ರವರ ಅಭಿಮಾನಿ...ಈಗಲೂ ಇವರ ಧ್ವನಿಯಲ್ಲಿ ಕಥೆ ಕೇಳಿ...25 ವರ್ಷಗಳ ಹಿಂದೆ ಕರೆದೊಯ್ದು.. ಬಿಟ್ಟರು ನಮ್ಮನ್ನು,kannanda,
ಏಳ ನಿನ್ ಅಕ್ಕುನ್ ತಿಕಾ ನ ಕೈಯಾ,kannanda,
@prithvi nayak ನಿಮ್ಮ ಅಕ್ಕುನ್ ಮಿಂಡ ನಾನೆ,kannanda,
Movie chindi chitranna best movie ever,kannanda,
ನಾನು ೨೫ ವರ್ಶದ ಹಿಂದೆ ಕೇಳಿದೆ ಬಹಳ ಚೆನ್ನಾಗಿದೆ,kannanda,
Spr kannadiga 🤘🤘,kannanda,
Nan nodidini mobile li,kannanda,
Jai. Creative kanadiga,kannanda,
U r great sir,kannanda,
ಸರ್ bigg boss house ಗೆ ಹೋಗಿ ನೀವೇ ಗೆಲ್ತಿರಾ 🥺,kannanda,
Modi ji gamana kodi namma sath nemage ide,kannanda,
Namma shetty hava shuru,kannanda,
Super  bro,kannanda,
Culprit @ 3,kannanda,
@Mahesh 13 Karnataka dalle bere bhashe movie nodor jaasthi aagidare,kannanda,
Oooo super sir,kannanda,
Hands up  with ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,kannanda,
ಸಕ್ಕತಾಗಿ ಹೇಳಿದ್ಯಾ ಗುರು,kannanda,
ಹಾಡು ಯಾರಿಗೆ ಇಷ್ಟ ಆಯ್ತು Handsup ‍,kannanda,
huligesh S Santoo H,kannanda,
Super singer vijay Prakash sar,kannanda,
Yena editing guru,kannanda,
Sir albede life enjoy madbedi Mahabharata odi,kannanda,
Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,kannanda,
@Saathwik H R aadru avrige loss illa bron production house avru cleanaagi agreement maadkobeku alvaaa brooooo.....,kannanda,
Anjali Devi hi,kannanda,
Mysore maharajara bagge hemme inda helidralla tumba chennagittu.,kannanda,
Good comment bro....nContinue ......,kannanda,
ಅಪ್ಪು ಸರ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭವಾಗಲಿ,kannanda,
ತೋ ಗರಿ  ತಿಪ್ಪಾ ಸೂಪರ,kannanda,
Sie good eveninig,kannanda,
ಟ್ರೈಲರ್ ನೋಡುದ್ರೆ ಕ್ಯುರ್ಯಾಸಿಟಿ ತುಂಬಾ ಇದೆ ಸಿನಿಮಾ ನೋಡಬೇಕು ಚೆನಾಗಿರುತ್ತೆ ಅಂತ ಭಾವಿಸ್ತಿನಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಯಶ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ,kannanda,
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಗೀತ ಮತ್ತೊಮ್ಮೆ ಅವನ ರೂಪದಲ್ಲಿ ಹುಟ್ಟಿತುnಯಾರ್ ಅವನು🤔?nಅವನೇ ನಮ್ಮ ಲೋಕನಾಥ🤩 ಅಜನೀಶ್..nMusic blasted,kannanda,
Hwdu guru alredy 30 sala nodidini,kannanda,
Jai d boss,kannanda,
@Avinashdada kichcha sari bidu nimamman kalsu keydu ningobba chik balegaran hutsi kalsthivi avnu nim bale serskondu ella ottige Kai thattivranthe signal alli enanthira bale pans now bale pans reaction hakro steppu,kannanda,
ಥೂ ನಿಮ್ಮ ಮೊದಲು ನಮ್ಮ ದೇಶ ನಮ್ಮ ದೇಶಕ್ಕೋಸ್ಕರ ಬದುಕಿ  ಚೀನಾದವರ ನೀವು  ಚೀನಾದ ಅವರಿಗೋಸ್ಕರ ಬದುಕಬೇಡಿ ನಮ್ ದೇಶ ನಮ್ ನಾಡನ್ನು ಬೆಳೆಸಿ ಮೊದಲು,kannanda,
I love you Dia..,kannanda,
BoLi Maklu ee tara videos nu dislike maadtare,kannanda,
@Praveen Kumar jaathi naayi banthu helu,kannanda,
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರಾ..........,kannanda,
